EIN,NAME,COND,soi.year,DBA_NAME,GRP_RET_FOR_AFFLTS,GRP_EXMPT_NUM,ISSR_EIN_A,ISSR_EIN_B,ISSR_EIN_C,ISSR_EIN_D
030154330,RUTLAND COUNTY AGRICULTURAL SOCIETY,NA,2009,NA,N,NA,NA,NA,NA,NA
030154330,RUTLAND COUNTY AGRICULTURAL SOCIETY,NA,2010,NA,N,NA,NA,NA,NA,NA
030219391,Delta Dental Plan Of Vermont Inc,NA,2011,NA,N,NA,NA,NA,NA,NA
030219391,Delta Dental Plan Of Vermont Inc,NA,2012,NA,N,NA,NA,NA,NA,NA
030219391,DELTA DENTAL PLAN OF VERMONT INC,NA,2008,NA,N,NA,NA,NA,NA,NA
030219391,DELTA DENTAL PLAN OF VERMONT INC,NA,2009,NA,N,NA,NA,NA,NA,NA
030219391,DELTA DENTAL PLAN OF VERMONT INC,NA,2010,NA,N,NA,NA,NA,NA,NA
030223860,SOUTHEASTERN VERMONT BOARD OF REALTORS INC,NA,2008,NA,N,NA,NA,NA,NA,NA
030223860,SOUTHEASTERN VERMONT BOARD OF REALTORS INC,NA,2009,NA,N,NA,NA,NA,NA,NA
030260123,VERMONT LIFE AND HEALTH INSURANCE GUARANTY ASSOCIATION,NA,2010,NA,N,NA,NA,NA,NA,NA
030260892,CENTRAL VERMONT ECONOMIC DEVELOPMENT,NA,2009,NA,N,NA,NA,NA,NA,NA
030260892,CENTRAL VERMONT ECONOMIC DEVELOPMENT,NA,2010,NA,N,NA,NA,NA,NA,NA
030260892,CENTRAL VERMONT ECONOMIC DEVELOPMENT,NA,2011,NA,N,NA,NA,NA,NA,NA
030260892,CENTRAL VERMONT ECONOMIC DEVELOPMENT,NA,2012,NA,N,NA,NA,NA,NA,NA
030260892,CENTRAL VERMONT ECONOMIC DEVELOPMENT CORPORATION,NA,2008,NA,N,NA,NA,NA,NA,NA
030326364,Planned Parenthood of Northern New England Action Fund Inc,NA,2010,NA,N,NA,NA,NA,NA,NA
030331978,RUTLAND GENERAL ELECTRIC EMPLOYEES ACTIVITY ASSOCIATION,NA,2008,NA,N,NA,NA,NA,NA,NA
030331978,RUTLAND GENERAL ELECTRIC EMPLOYEES ACTIVITY ASSOCIATION,NA,2009,NA,N,NA,NA,NA,NA,NA
030347558,CVPS EMPLOYEE BENEFITS TRUST CENTRAL VERMONT PUBLIC SERVICE,NA,2010,NA,N,NA,NA,NA,NA,NA
030347558,CVPS EMPLOYEE BENEFITS TRUST FOR CENTRAL VERMONT PUBLIC SERV,NA,2009,NA,N,NA,NA,NA,NA,NA
030347558,CVPS EMPLOYEE BENEFITS TRUST FOR CENTRAL VERMONT PUBLIC SERV,NA,2011,NA,N,NA,NA,NA,NA,NA
030397919,HEAT & FROST INSULATORS & ASBESTOS WORKERS LOCAL 34 BUILDING,NA,2009,NA,N,NA,NA,NA,NA,NA
030397919,HEAT & FROST INSULATORS & ASBESTOS WORKERS LOCAL 34 BUILDING,NA,2010,NA,N,NA,NA,NA,NA,NA
030397919,HEAT & FROST INSULATORS & ASBESTOS WORKERS LOCAL 34 BUILDING,NA,2011,NA,N,NA,NA,NA,NA,NA
030397919,HEAT & FROST INSULATORS & ASBESTOS WORKERS LOCAL 34 BUILDING,NA,2012,NA,N,NA,NA,NA,NA,NA
030455984,NIAGARA TOURISM & CONVENTION CORPORATION,NA,2012,NA,N,NA,NA,NA,NA,NA
030482434,SHEET METAL 10 SAFE PLAN TR,NA,2008,NA,N,NA,NA,NA,NA,NA
030482434,SHEET METAL 10 SAFE PLAN TR,NA,2009,NA,N,NA,NA,NA,NA,NA
030482434,SHEET METAL 10 SAFE PLAN TR,NA,2010,NA,N,NA,NA,NA,NA,NA
030482434,SHEET METAL 10 SAFE PLAN TR,NA,2011,NA,N,NA,NA,NA,NA,NA
030482434,SHEET METAL 10 SAFE PLAN TR,NA,2012,NA,N,NA,NA,NA,NA,NA
030594209,ASSOCIATION OF ASIAN AMERICAN INVESTMENT MANAGERS,NA,2011,NA,N,NA,NA,NA,NA,NA
030594209,ASSOCIATION OF ASIAN AMERICAN INVESTMENT MANAGERS,NA,2012,NA,N,NA,NA,NA,NA,NA
036007138,GUILFORD FAIR ASSOCIATION,NA,2009,NA,N,NA,NA,NA,NA,NA
036007138,GUILFORD FAIR INC,NA,2008,NA,N,NA,NA,NA,NA,NA
036015639,DISABLED AMERICAN VETERENS DEPT OF VERMONT,NA,2012,NA,NA,557,NA,NA,NA,NA
041021230,ALGONQUIN CLUB OF BOSTON INC,NA,2008,NA,N,NA,NA,NA,NA,NA
041021230,ALGONQUIN CLUB OF BOSTON INC,NA,2009,NA,N,NA,NA,NA,NA,NA
041021230,ALGONQUIN CLUB OF BOSTON INC,NA,2010,NA,N,NA,NA,NA,NA,NA
041021230,ALGONQUIN CLUB OF BOSTON INC,NA,2011,NA,N,NA,NA,NA,NA,NA
041021230,ALGONQUIN CLUB OF BOSTON INC,NA,2012,NA,N,NA,NA,NA,NA,NA
041079740,WINTHROP LODGE OF ELKS #1078,NA,2012,NA,N,1156,NA,NA,NA,NA
041106557,BOSTON NEWSPAPER PRINTING PRESSMENS UNION L3 GRAPHIC COMM CO,NA,2008,NA,N,NA,NA,NA,NA,NA
041106557,BOSTON NEWSPAPER PRINTING PRESSMENS UNION L3 GRAPHIC COMM CO,NA,2009,NA,N,NA,NA,NA,NA,NA
041106557,BOSTON NEWSPAPER PRINTING PRESSMENS UNION L3 GRAPHIC COMM CO,NA,2010,NA,N,NA,NA,NA,NA,NA
041106557,GRAPHIC COMMUNICATIONS CONFERENCE OF THE IBT,NA,2011,NA,N,NA,NA,NA,NA,NA
041106557,GRAPHIC COMMUNICATIONS CONFERENCE OF THE IBT,NA,2012,NA,N,NA,NA,NA,NA,NA
041115000,BRAE BURN COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041115000,BRAE BURN COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041115000,BRAE BURN COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041115000,BRAE BURN COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041115000,BRAE BURN COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041126110,UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA LOCA,NA,2010,NA,N,NA,NA,NA,NA,NA
041126110,UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA LOCA,NA,2012,NA,N,NA,NA,NA,NA,NA
041154291,CARPENTERS LOCAL UNION NO 275,NA,2008,NA,N,NA,NA,NA,NA,NA
041169250,CHARLES RIVER COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041169250,CHARLES RIVER COUNTRY CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
041169250,CHARLES RIVER COUNTRY CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
041169250,CHARLES RIVER COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
041169250,"CHARLES RIVER COUNTRY CLUB, INC.",NA,2011,NA,N,NA,NA,NA,NA,NA
041174990,CHILTON CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041174990,CHILTON CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041174990,CHILTON CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041174990,CHILTON CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041174990,CHILTON CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041189290,COHASSET GOLF CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041189290,COHASSET GOLF CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041189290,COHASSET GOLF CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041189290,COHASSET GOLF CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041189290,COHASSETT GOLF CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041200680,CONCORD COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041200680,CONCORD COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041200680,CONCORD COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041200680,CONCORD COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041212940,THE COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041212940,THE COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041212940,THE COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041212940,THE COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041212940,THE COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041238630,DEDHAM COUNTRY & POLO CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041238630,DEDHAM COUNTRY & POLO CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041238630,DEDHAM COUNTRY & POLO CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041238630,DEDHAM COUNTRY AND POLO CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041238630,DEDHAM COUNTRY AND POLO CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041266650,Duxbury Yacht Club,NA,2011,NA,N,NA,NA,NA,NA,NA
041266650,Duxbury Yacht Club,NA,2012,NA,N,NA,NA,NA,NA,NA
041266650,DUXBURY YACHT CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041266650,DUXBURY YACHT CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041272400,EASTWARD HO ! COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041272400,EASTWARD HO COUNTRY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
041272400,EASTWARD HO! COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
041272400,EASTWARD HO! COUNTRY CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
041272400,EASTWARD HO! COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
041278322,EDGARTOWN YACHT CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041278322,EDGARTOWN YACHT CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041278322,EDGARTOWN YACHT CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041278322,EDGARTOWN YACHT CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041423320,HARVARD CLUB OF BOSTON,NA,2008,NA,N,NA,NA,NA,NA,NA
041423320,HARVARD CLUB OF BOSTON,NA,2009,NA,N,NA,NA,NA,NA,NA
041423320,HARVARD CLUB OF BOSTON,NA,2010,NA,N,NA,NA,NA,NA,NA
041423320,HARVARD CLUB OF BOSTON,NA,2011,NA,N,NA,NA,NA,NA,NA
041423320,HARVARD CLUB OF BOSTON,NA,2012,NA,N,NA,NA,NA,NA,NA
041445210,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 4,NA,2008,NA,N,NA,NA,NA,NA,NA
041445210,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 4,NA,2009,NA,N,NA,NA,NA,NA,NA
041445210,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 4,NA,2010,NA,N,NA,NA,NA,NA,NA
041445210,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 4,NA,2011,NA,N,NA,NA,NA,NA,NA
041445210,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 4,NA,2012,NA,N,NA,NA,NA,NA,NA
041472080,International Brotherhood of Electrical Workers Local 103,NA,2012,NA,N,NA,NA,NA,NA,NA
041472080,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 103,NA,2009,NA,N,NA,NA,NA,NA,NA
041472080,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 103,NA,2010,NA,N,NA,NA,NA,NA,NA
041472080,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 103,NA,2011,NA,N,NA,NA,NA,NA,NA
041472080,Local Union 103 IBEW,NA,2008,NA,N,NA,NA,NA,NA,NA
041472124,IBEW LOCAL 104 UNION,NA,2012,NA,N,NA,NA,NA,NA,NA
041472186,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 96,NA,2008,NA,N,NA,NA,NA,NA,NA
041472186,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 96,NA,2009,NA,N,NA,NA,NA,NA,NA
041472186,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 96,NA,2010,NA,N,NA,NA,NA,NA,NA
041472186,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 96,NA,2011,NA,N,NA,NA,NA,NA,NA
041472186,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 96,NA,2012,NA,N,NA,NA,NA,NA,NA
041473615,IRONWORKERS UNION LOCAL #7,NA,2008,NA,N,NA,NA,NA,NA,NA
041503740,KERNWOOD COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041503740,KERNWOOD COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041559120,GREENFIELD MOOSE FAMILY CENTER 997,NA,2010,NA,N,2,NA,NA,NA,NA
041559120,GREENFIELD MOOSE FAMILY CENTER 997,NA,2011,NA,N,NA,NA,NA,NA,NA
041559120,GREENFIELD MOOSE FAMILY CENTER 997,NA,2012,NA,N,2,NA,NA,NA,NA
041589780,Massachusetts Bankers Association Inc,NA,2012,NA,N,NA,NA,NA,NA,NA
041589785,MASSACHUSETTS BAR ASSOCIATION,NA,2008,NA,N,NA,NA,NA,NA,NA
041589785,MASSACHUSETTS BAR ASSOCIATION,NA,2009,NA,N,NA,NA,NA,NA,NA
041589785,MASSACHUSETTS BAR ASSOCIATION,NA,2010,NA,N,NA,NA,NA,NA,NA
041589785,MASSACHUSETTS BAR ASSOCIATION,NA,2011,NA,N,NA,NA,NA,NA,NA
041589785,MASSACHUSETTS BAR ASSOCIATION,NA,2012,NA,N,NA,NA,NA,NA,NA
041589950,CATHOLIC ASSOCIATION OF FORESTERS,NA,2008,NA,N,NA,NA,NA,NA,NA
041589950,CATHOLIC ASSOCIATION OF FORESTERS,NA,2009,NA,N,NA,NA,NA,NA,NA
041589950,CATHOLIC ASSOCIATION OF FORESTERS,NA,2010,NA,N,NA,NA,NA,NA,NA
041589950,CATHOLIC ASSOCIATION OF FORESTERS,NA,2011,NA,N,NA,NA,NA,NA,NA
041589950,CATHOLIC ASSOCIATION OF FORESTERS,NA,2012,NA,N,NA,NA,NA,NA,NA
041590155,MASSACHUSETTS DENTAL SOCIETY,NA,2008,NA,N,NA,NA,NA,NA,NA
041590155,MASSACHUSETTS DENTAL SOCIETY,NA,2009,NA,N,NA,NA,NA,NA,NA
041590155,MASSACHUSETTS DENTAL SOCIETY,NA,2010,NA,N,NA,NA,NA,NA,NA
041590155,MASSACHUSETTS DENTAL SOCIETY,NA,2011,NA,N,NA,NA,NA,NA,NA
041590155,MASSACHUSETTS DENTAL SOCIETY,NA,2012,NA,N,NA,NA,NA,NA,NA
041591164,Massachusetts Nurses Association,NA,2008,NA,N,NA,NA,NA,NA,NA
041591164,Massachusetts Nurses Association,NA,2009,NA,N,NA,NA,NA,NA,NA
041591164,Massachusetts Nurses Association,NA,2010,NA,N,NA,NA,NA,NA,NA
041591164,Massachusetts Nurses Association,NA,2011,NA,N,NA,NA,NA,NA,NA
041591164,Massachusetts Nurses Association,NA,2012,NA,N,NA,NA,NA,NA,NA
041591200,MASSACHUSETTS TEACHERS ASSOCIATION,NA,2008,NA,N,NA,NA,NA,NA,NA
041591200,MASSACHUSETTS TEACHERS ASSOCIATION,NA,2009,NA,N,NA,NA,NA,NA,NA
041591200,MASSACHUSETTS TEACHERS ASSOCIATION,NA,2010,NA,N,NA,NA,NA,NA,NA
041591200,MASSACHUSETTS TEACHERS ASSOCIATION,NA,2011,NA,N,NA,NA,NA,NA,NA
041591200,MASSACHUSETTS TEACHERS ASSOCIATION,NA,2012,NA,N,NA,NA,NA,NA,NA
041648210,Myopia Hunt Club,NA,2011,NA,N,NA,NA,NA,NA,NA
041648210,MYOPIA HUNT CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041648210,MYOPIA HUNT CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041648210,MYOPIA HUNT CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041649850,Nantucket Yacht Club,NA,2008,NA,N,NA,NA,NA,NA,NA
041649850,Nantucket Yacht Club,NA,2009,NA,N,NA,NA,NA,NA,NA
041649850,NANTUCKET YACHT CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041649850,NANTUCKET YACHT CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041649850,NANTUCKET YACHT CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041660310,NEW ENGLAND ASSN OF FIRE CHIEFS INC,NA,2008,NA,N,NA,NA,NA,NA,NA
041660310,NEW ENGLAND ASSN OF FIRE CHIEFS INC,NA,2009,NA,N,NA,NA,NA,NA,NA
041660310,NEW ENGLAND ASSOCIATION OF FIRE CHIEFS INC,NA,2011,NA,N,NA,NA,NA,NA,NA
041660310,NEW ENGLAND ASSOCIATION OF FIRE CHIEFS INC,NA,2012,NA,N,NA,NA,NA,NA,NA
041660310,NEW ENGLAND ASSOCIATIONS OF FIRE CHIEFS INC,NA,2010,NA,N,NA,NA,NA,NA,NA
041802730,SALEM COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
041802730,THE SALEM COUNTRY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
041802730,THE SALEM COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
041802730,THE SALEM COUNTRY CLUB INCORPORATED,NA,2009,NA,N,NA,NA,NA,NA,NA
041802730,THE SALEM COUNTRY CLUB INCORPORATED,NA,2010,NA,N,NA,NA,NA,NA,NA
041807755,SANKATY HEAD GOLF AND BEACH CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
041807755,SANKATY HEAD GOLF AND BEACH CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
041807755,SANKATY HEAD GOLF AND BEACH CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
041807755,SANKATY HEAD GOLF AND BEACH CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
041807755,SANKATY HEAD GOLF AND BEACH CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
041850150,THE SOMERSET CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041850150,THE SOMERSET CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041850150,THE SOMERSET CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041850150,THE SOMERSET CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041850150,THE SOMERSET CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041867940,UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF PIPEFITTIN,NA,2008,NA,N,NA,NA,NA,NA,NA
041867940,UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF PIPEFITTIN,NA,2009,NA,N,NA,NA,NA,NA,NA
041867940,UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUM,NA,2010,NA,N,NA,NA,NA,NA,NA
041867940,UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUM,NA,2011,NA,N,NA,NA,NA,NA,NA
041867940,UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUM,NA,2012,NA,N,NA,NA,NA,NA,NA
041885430,SUPREME COUNCIL OF THE ROYAL ARCANUM,NA,2008,NA,Y,9248,NA,NA,NA,NA
041885430,SUPREME COUNCIL OF THE ROYAL ARCANUM,NA,2009,NA,Y,9248,NA,NA,NA,NA
041885430,SUPREME COUNCIL OF THE ROYAL ARCANUM,NA,2010,NA,Y,9248,NA,NA,NA,NA
041885430,SUPREME COUNCIL OF THE ROYAL ARCANUM,NA,2011,NA,Y,9248,NA,NA,NA,NA
041885430,SUPREME COUNCIL OF THE ROYAL ARCANUM,NA,2012,NA,N,9248,NA,NA,NA,NA
041895530,TEDESCO COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041895530,TEDESCO COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041895530,TEDESCO COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041895530,TEDESCO COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041895530,TEDESCO COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041900032,LABORERS INTERNATIONAL UNION OF NA LOCAL 39,NA,2012,NA,N,121,NA,NA,NA,NA
041924171,NEW ENGLAND JOINT BRD RWDSU AFL-CIO,NA,2009,NA,N,635,NA,NA,NA,NA
041924171,NEW ENGLAND JOINT BRD RWDSU AFL-CIO,NA,2010,NA,N,635,NA,NA,NA,NA
041924171,NEW ENGLAND JOINT BRD RWDSU AFL-CIO,NA,2011,NA,N,635,NA,NA,NA,NA
041926770,The University Club of Boston,NA,2008,NA,N,NA,NA,NA,NA,NA
041926770,The University Club of Boston,NA,2009,NA,N,NA,NA,NA,NA,NA
041926770,The University Club of Boston,NA,2011,NA,N,NA,NA,NA,NA,NA
041926770,THE UNIVERSITY CLUB OF BOSTON,NA,2012,NA,N,NA,NA,NA,NA,NA
041926770,UNIVERSITY CLUB OF BOSTON,NA,2010,NA,N,NA,NA,NA,NA,NA
041956640,WELLESLEY COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041956640,WELLESLEY COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041956640,WELLESLEY COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041956640,WELLESLEY COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041956640,WELLESLEY COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041962940,THE WASTON GOLF CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041962940,THE WESTON GOLF CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041962940,THE WESTON GOLF CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041962940,THE WESTON GOLF CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041962940,WESTON GOLF CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041971640,WIANNO CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
041971640,WIANNO CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
041971640,WIANNO CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
041971640,WIANNO CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
041978080,WINCHESTER COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
041978080,WINCHESTER COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
041978080,WINCHESTER COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
041978080,WINCHESTER COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041978080,WINCHESTER COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041983120,WOLLASTON GOLF CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041983120,WOLLASTON GOLF CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
041985970,WOODLAND GOLF CLUB OF AUBURNDALE,NA,2008,NA,N,NA,NA,NA,NA,NA
041985970,WOODLAND GOLF CLUB OF AUBURNDALE,NA,2009,NA,N,NA,NA,NA,NA,NA
041985970,WOODLAND GOLF CLUB OF AUBURNDALE,NA,2010,NA,N,NA,NA,NA,NA,NA
041985970,WOODLAND GOLF CLUB OF AUBURNDALE,NA,2011,NA,N,NA,NA,NA,NA,NA
041985970,WOODLAND GOLF CLUB OF AUBURNDALE,NA,2012,NA,N,NA,NA,NA,NA,NA
041986440,WOODS HOLE GOLF CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
041986440,WOODS HOLE GOLF CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
042003667,BELMONT COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
042003667,BELMONT COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
042003667,BELMONT COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
042003667,BELMONT COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
042003667,THE BELMONT COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
042007577,PINE BROOK COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
042007577,PINE BROOK COUNTRY CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
042007577,PINE BROOK COUNTRY CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
042007577,PINE BROOK COUNTRY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
042007577,PINE BROOK COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
042019899,POLISH COMMUNITY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
042019899,POLISH COMMUNITY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
042019899,POLISH COMMUNITY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
042019899,POLISH COMMUNITY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
042026125,OYSTER HARBORS CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
042026125,OYSTER HARBORS CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
042026125,OYSTER HARBORS CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
042026125,OYSTER HARBORS CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
042026125,OYSTER HARBORS CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
042030456,ELECTRICAL CONTRACTORS ASSOCIATION OF GREATER BOSTON INC,NA,2009,NA,N,NA,NA,NA,NA,NA
042030456,ELECTRICAL CONTRACTORS ASSOCIATION OF GREATER BOSTON INC,NA,2010,NA,N,NA,NA,NA,NA,NA
042030456,ELECTRICAL CONTRACTORS ASSOCIATION OF GREATER BOSTON INC,NA,2011,NA,N,NA,NA,NA,NA,NA
042030456,ELECTRICAL CONTRACTORS ASSOCIATION OF GREATER BOSTON INC,NA,2012,NA,N,NA,NA,NA,NA,NA
042035017,THE KITTANSETT CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
042035017,THE KITTANSETT CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
042035017,THE KITTANSETT CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
042035017,THE KITTANSETT CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
042035017,THE KITTANSETT CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
042038139,SOMERVILLE CHAMBER OF COMMERCE,NA,2008,NA,N,NA,NA,NA,NA,NA
042038139,SOMERVILLE CHAMBER OF COMMERCE,NA,2009,NA,N,NA,NA,NA,NA,NA
042038139,SOMERVILLE CHAMBER OF COMMERCE,NA,2010,NA,N,NA,NA,NA,NA,NA
042050773,Massachusetts Medical Society,NA,2008,Same as Above,N,9253,NA,NA,NA,NA
042050773,Massachusetts Medical Society,NA,2009,Same as Above,N,9253,NA,NA,NA,NA
